,Text,Label
728,go next,CEC-S
729,click your resitor,CEC-S
730,click it,CEC-S
731,make it 1k,CEC-S
732,keep goin,CEC-S
733,and notice how we add up our values,CEC-S
734,pRoVe It,CEC-S
735,do the same thing eric,CEC-S
736,Then try to decrease,CEC-S
737,ice you try,CEC-S
738,ice decrease your r,CEC-S
739,pie increase your r,CEC-S
740,ok decrease your r,CEC-S
741,pie decrease your r,CEC-S
742,Then incresase your volts,CEC-S
743,and truck try to bring it down,CEC-S
744,bring it to 200k or 20k,CEC-S
745,try to set the multimeter at 20k,CEC-S
746,and then tell us what you see in the multimeter,CEC-S
747,Hawk try to get close to your voltage,CEC-S
748,"ok lets try something, eagle go to 390",CEC-S
749,hawk you go to 100,CEC-S
750,"ok only hawk, go to your goal",CEC-S
751,try to get closer,CEC-S
752,go a bit higher,CEC-S
753,spaniel go up one resistance setting,CEC-S
754,try 390 or 470,CEC-S
755,look at my circuit. The red and black leads are connected to the green wires,CEC-S
756,"snow, stay at 150 real quick",CEC-S
757,"rain, try small numbers",CEC-S
758,okay hold on,CEC-S
759,dot move,CEC-S
760,sleet go up one level,CEC-S
761,Then try going down,CEC-S
762,try going down one,CEC-S
763,rain can you move you resistance around?,CEC-S
764,okay no one move,CEC-S
765,circuit one go down one,CEC-S
766,okoay go one lower,CEC-S
767,go again,CEC-S
768,go again,CEC-S
769,one more time i think,CEC-S
770,go lower,CEC-S
771,Seagull swap the nodes,CEC-S
772,Don't mess with the green wires tho,CEC-S
773,K dont mess with anything yet,CEC-S
774,Gimme a sec I almost got it,CEC-S
775,hawk go up in olms by 1,CEC-S
776,wait go down,CEC-S
777,"Seagull put in whatever is closest to 19871ohms, Hawk put in whatever is closest to 509.67 ohms",CEC-S
778,you have to adjust your resistor to make your voltage to be 4.5,CEC-S
779,then use your goal voltage to divide the current I,CEC-S
780,Tiger switch your wires,CEC-S
781,tiger just get yours at 3.25,CEC-S
782,and then let us know,CEC-S
783,lion you have to connect yours,CEC-S
784,Keep it,CEC-S
785,Don't touch,CEC-S
786,Try to go a bit lower,CEC-S
787,Gotta double click it,CEC-S
788,Bear go down real quick,CEC-S
789,Eagle go to 120,CEC-S
790,Eagle go to 220,CEC-S
791,so Eagle increase your resistor,CEC-S
792,hawk don't do anything,CEC-S
793,"when eagle gets back, don't change your resistance.",CEC-S
794,eagle you have to go to a high number,CEC-S
795,just leave it,CEC-S
796,just leave it alone,CEC-S
797,"red , change to 390",CEC-S
798,green to 560,CEC-S
799,red 330,CEC-S
800,green 470,CEC-S
801,red 270,CEC-S
802,green 270,CEC-S
803,green try 270,CEC-S
804,red 180,CEC-S
805,green try 330,CEC-S
806,red 220,CEC-S
807,go back,CEC-S
808,go back,CEC-S
809,bear go back,CEC-S
810,okay go ahead,CEC-S
811,tiger place 10 v in your unknown value,CEC-S
812,k go,CEC-S
813,go,CEC-S
814,blue go lower,CEC-S
815,grenn go back down,CEC-S
816,dont change it,CEC-S
817,put the leads on the resistor  click a color and adjust the ohms.,CEC-S
818,put it on DCV at 20,CEC-S
819,ohio go as close as you can to 687,CEC-S
820,iowa go to 393,CEC-S
821,"lion, can you go up by one?",CEC-S
822,drop them again,CEC-S
823,"lion, can you go down one?",CEC-S
824,oops waitup,CEC-S
825,yall enter it,CEC-S
826,"oh, enter your value, lion",CEC-S
827,enter it into the unlknown value box below,CEC-S
828,try unplugging them,CEC-S
829,and plugging them back in,CEC-S
830,wait,CEC-S
831,enter the 15 volts below the chat,CEC-S
832,set ampmeter to 20 dcv,CEC-S
833,increase a bit more,CEC-S
834,eagle try lowing yours,CEC-S
835,try increasing yours,CEC-S
837,put yours down a bit eagle,CEC-S
838,ok now go a bit higher,CEC-S
839,try 270,CEC-S
840,wait I made some stupid mistake,CEC-S
841,choose the closest Resistance from the options,CEC-S
842,you can change your R,CEC-S
843,click the resistor,CEC-S
844,Double click the metal end of left green wire,CEC-S
845,change it to 200m,CEC-S
846,Wait,CEC-S
847,2.56 person try 330,CEC-S
848,one second,CEC-S
849,Take your req voltage,CEC-S
850,Divide by .00774468,CEC-S
851,And set your R to that,CEC-S
852,.78 try 100,CEC-S
853,And 2.56 try 330,CEC-S
854,go back 1,CEC-S
855,"North you go first and get yours, then I can try after and then East can clutch it up after",CEC-S
856,"cuz anything that happens before your circuit will affect those after, try chilling there",CEC-S
857,east go first. slowly,CEC-S
858,East adgust your resitor down,CEC-S
859,stay,CEC-S
860,west bring yours up,CEC-S
861,stay,CEC-S
862,west drop,CEC-S
863,bring it up a little,CEC-S
864,east try to raise your voltage to just below your amount,CEC-S
865,hold there,CEC-S
866,set it there,CEC-S
867,wait there,CEC-S
868,east go one resistor value down,CEC-S
869,go up,CEC-S
870,west go up,CEC-S
871,stop there,CEC-S
872,go up 1 more west,CEC-S
873,up more,CEC-S
874,go up 1 more,CEC-S
875,stay,CEC-S
876,east go up,CEC-S
877,east go up again,CEC-S
878,go up 1,CEC-S
879,east go up,CEC-S
880,north go up 1,CEC-S
881,ohhh ohms wait,CEC-S
882,wait,CEC-S
883,"wait, what's everyone's goal?",CEC-S
884,don't say anything,CEC-S
885,hold on,CEC-S
886,wait...now what?,CEC-S
887,hold on,CEC-S
888,one sec,CEC-S
889,Plum make yours 560,CEC-S
890,and peach make yours 330,CEC-S
891,wait,CEC-S
892,i typed it in for me,CEC-S
893,so plain i think you need a 470,CEC-S
894,do it,CEC-S
895,then try 0.086,CEC-S
896,Set your arrow on the multimeter pointing right,CEC-S
897,"No, wait...",CEC-S
898,Tiger. can you meassure the voltage instead across your resister?,CEC-S
899,"wait, we just had 4.5",CEC-S
900,"Eagle, can you change your resistor to be 56",CEC-S
901,"Change yours until you get yours right, Hawk",CEC-S
902,wait,CEC-S
903,you gotta unplug one wire from the resistor,CEC-S
904,"try switching your leads, red on the left, black on the right.",CEC-S
905,Go for it.,CEC-S
906,Try it now.,CEC-S
907,change your 1.2k to 560,CEC-S
908,stop,CEC-S
909,stop,CEC-S
910,try changing to that and seem what you measure,CEC-S
911,give me a sec to think about this,CEC-S
912,try going down instead,CEC-S
913,ok go back,CEC-S
914,go down one,CEC-S
915,ok bear try going down one,CEC-S
916,Move yours Red,CEC-S
917,"Green, see what happens when you lower yours",CEC-S
918,"Alright, lower yours as well and we will work from there",CEC-S
919,Raise it a bit,CEC-S
920,"Green, can you lower yours?",CEC-S
921,Can you lower yours some?,CEC-S
922,"Then green, increase yours",CEC-S
923,Go to 390,CEC-S
924,Go to 330,CEC-S
925,"Okay, go ahead and increase your resistance some",CEC-S
926,Get yourself as close to 3.5 as you can red,CEC-S
927,"Move up to 470, and see what you get",CEC-S
928,try setting yours to 150,CEC-S
929,drop it to 120,CEC-S
930,poodle set yours to 150,CEC-S
931,See if you can get it to 4.25 Volts Horn.,CEC-S
932,try a different resistance,CEC-S
933,piano change yours,CEC-S
934,try it,CEC-S
935,Click the bands on the resistor and then you can adjust the value from the list,CEC-S
936,okay tiger stay connected and bear measure current,CEC-S
937,do what ur doing lion,CEC-S
938,try 47?? hawk,CEC-S
939,pls bitCONNECT,CEC-S
940,ok stay there,CEC-S
941,fiddle with it,CEC-S
942,half it or double it,CEC-S
943,try 120??,CEC-S
944,seagull use 470??,CEC-S
945,hawk try 576?? (closest,CEC-S
946,eagle try 122.7??,CEC-S
947,there stop,CEC-S
948,spaniel makes the adjustment,CEC-S
949,take the 2.08,CEC-S
950,check your leads,CEC-S
951,ok you need to go up in ohms,CEC-S
952,ok spaniel your farthest go up one resistor value,CEC-S
953,"Okay Mashed, try to get your goal first by changing your R1 value. Remember that R0 already has a value of 270",CEC-S
954,no keep yours for now,CEC-S
955,Mashed try moving yours,CEC-S
956,okay so Fries try changing yours gradually,CEC-S
957,okay so try again,CEC-S
958,Fries try adjusting your resistance now,CEC-S
959,Mashed increase yours by one value,CEC-S
960,"Hold on, give me a moment",CEC-S
961,wait,CEC-S
962,wait,CEC-S
963,okay Mashed lower yours,CEC-S
964,"fries, increase yours",CEC-S
965,set r1 to 680,CEC-S
966,get yours set,CEC-S
967,tringle set yours to 56k,CEC-S
968,"triangle , do 560 ohm",CEC-S
969,triangle go up a resistor and see where we are,CEC-S
970,circle go up one,CEC-S
971,maybe triable go another,CEC-S
972,try another,CEC-S
973,"it will change a bit, keep playing with the resistors",CEC-S
974,just wait,CEC-S
975,"collie, move your resistance one option higher or lower",CEC-S
976,R 1 = 131 so try 121 or so,CEC-S
977,"Spaniel, make your resistor 680",CEC-S
978,"okay skillet, you should change yours until you get your desired value..",CEC-S
979,try  1300 ohms skillet,CEC-S
980,pan try 873 ohms or closest you can get,CEC-S
981,give me a one second.,CEC-S
982,dont move yours,CEC-S
983,"Baked, go to 180",CEC-S
984,So R1 needs to calculate,CEC-S
985,r3 try something around 330 ohm,CEC-S
986,r3 try something around 120,CEC-S
987,try around 54 ohms R2,CEC-S
988,"Mashed, divide 12/680",CEC-S
989,hold on,CEC-S
990,wait,CEC-S
991,one second,CEC-S
992,one second,CEC-S
993,grape try to put your resistance at a number around 35,CEC-S
994,peach try 110 ohms,CEC-S
995,grape try dividing 1.72 by 0.00778,CEC-S
996,wait,CEC-S
997,just do it asap,CEC-S
998,"hold up, idea",CEC-S
999,hang on one sec,CEC-S
1000,pot yours should be 4.6/0.0046,CEC-S
1001,oh hold up,CEC-S
1002,wait,CEC-S
1003,cat try going to 560,CEC-S
1004,cat what are you at?,CEC-S
1005,WAIT,CEC-S
1006,wait im at 4.32,CEC-S
1007,hold on,CEC-S
1008,try it and see what happens,CEC-S
1009,then maybe we divide all the resistor values by the voltage to get I,CEC-S
1010,then solve for I,CEC-S
1011,dont go next,CEC-S
1012,okay go down one,CEC-S
1013,ohio stay where you are aswell,CEC-S
1014,okay stay there,CEC-S
1015,ohio dont change,CEC-S
1016,you go lower,CEC-S
1017,okay ohio go higher,CEC-S
1018,ohio start,CEC-S
1019,stay there,CEC-S
1020,go back somone changded it,CEC-S
1021,"drop resistance to 390 and im at 3.55 volts, need 3.39 volts",CEC-S
1022,so i will go to the close one but need one of you will be have to chang e,CEC-S
1023,go lower,CEC-S
1024,Change yours up one resistor level and see what happens because we are both low,CEC-S
1025,le tme go down,CEC-S
1026,Go one higher than 82,CEC-S
1027,let me go up one,CEC-S
1028,let me see if i go down,CEC-S
1029,gimme one sec,CEC-S
1030,and then plug that into into and then include all our resistor values,CEC-S
1031,so eagle has to adjust their resistance,CEC-S
1032,oh wait,CEC-S
1033,go ahead mr. gull,CEC-S
1034,tell uss if you need us to change our resistance a lil,CEC-S
1035,one person who's resistance isnt that high,CEC-S
1036,go up,CEC-S
1037,k one sec,CEC-S
1038,"R1, set your's to 500",CEC-S
1039,R2 to 330,CEC-S
1040,Ok. That means that R1 needs to increase,CEC-S
1041,Ok. Go to 530,CEC-S
1042,Go higher,CEC-S
1043,Ok. Increase yours to 370,CEC-S
1044,Ok. Hold on,CEC-S
1045,Peach increase yours,CEC-S
1046,Increase it to 390,CEC-S
1047,Ok. Decrease to 330,CEC-S
1048,Plum increase yours to 150,CEC-S
1049,increase the resitance but dont exceed grapes,CEC-S
1050,Increase it now,CEC-S
1051,Peach increase yours,CEC-S
1052,to 390,CEC-S
1053,right click on the resistor. that should work,CEC-S
1054,just reset it,CEC-S
1055,put the probes back,CEC-S
1056,one sec,CEC-S
1057,lion try and drop yours one,CEC-S
1058,increase yours tiger,CEC-S
1059,lion maybe not so high,CEC-S
1060,"yo bear switch ohms, maybe go up",CEC-S
1061,bear go up,CEC-S
1062,EAGLE YOU GO FIRST. INITIATE,CEC-S
1063,JUST CLICK ON RESISTOR,CEC-S
1064,hawk u go first,CEC-S
1065,go seagull go!!!,CEC-S
1066,SEAGULL LET US KNOW WHEN UR DONE. DONT GO CRAZY THEY WILL ALL HAVE TO BE CHANGED AS WE CHANGE THEM,CEC-S
1067,OK EAGLE CHAGE URS,CEC-S
1068,SEAGULL CHANGE URS,CEC-S
1069,R0 IS 330 HOLD ON,CEC-S
1070,RESISTANCE. CLICK ON UR RESISTOR,CEC-S
1071,OK EAGLE CHANGE URS,CEC-S
1072,double click resistor,CEC-S
1073,set it for 56,CEC-S
1074,go to 56,CEC-S
1075,true going to 220,CEC-S
1076,dusty go to 1.5,CEC-S
1077,aj go to 330,CEC-S
1078,ok so r1 go first,CEC-S
1079,yea pie switch the ammeter to 20m in the amp part,CEC-S
1080,hold up,CEC-S
1081,oh wait.,CEC-S
1082,hold on no one change their resisitance,CEC-S
1083,wait so everyones goals says 4.5 volts,CEC-S
1084,change yoyrs to 820 ohms,CEC-S
1085,"ooh yo wait,,",CEC-S
1086,pie make your resistance 120,CEC-S
1087,jk pie try 680,CEC-S
1088,ice cream try 270,CEC-S
1089,raise your resistance,CEC-S
1090,so add those,CEC-S
1091,pie go to 220,CEC-S
1092,ice cream go to 150,CEC-S
1093,try 220,CEC-S
1094,cake try 1.5k,CEC-S
1095,cake go back to 1.5,CEC-S
1096,go down one,CEC-S
1097,make your resistor 150,CEC-S
1098,try the next one up,CEC-S
1099,tim you at 180,CEC-S
1100,go to 150,CEC-S
1101,try 15 ohms,CEC-S
1102,ok plum keep changing your ohms until you get your correct voltage and let us know,CEC-S
1103,if you cant get exact get as close as you can then ill go,CEC-S
1104,ur up,CEC-S
1105,ok so plum go back to what you had before when you were close,CEC-S
1106,"im as close as i can go, peach your turn",CEC-S
1107,ok can you adjust your more or do you need me to try,CEC-S
1108,ok keep yours what is,CEC-S
1109,let me know when you want me to try,CEC-S
1110,go for it,CEC-S
1111,let me go first,CEC-S
1112,"ok lmk when ur done, i want to measure current",CEC-S
1113,ok try yours again,CEC-S
1114,"im at 3.98 out of 3.87, can anyone lower?",CEC-S
1115,try adjusting yours now,CEC-S
1116,hold on,CEC-S
1117,try adjusting yours now,CEC-S
1118,keeps yours for a second,CEC-S
1119,try adjusting yours again,CEC-S
1120,you can go first,CEC-S
1121,let peach adjust,CEC-S
1122,Eagle check your resistor,CEC-S
1123,DONT TOUCH SHIT,CEC-S
1124,eagle try 100 and seagull 47,CEC-S
1125,560 for eagle,CEC-S
1126,330 for seagull,CEC-S
1127,eagle go lower,CEC-S
1128,swich your meter to amps and try and test the current at the source,CEC-S
1129,no one change shit for a few,CEC-S
1130,Go up to 395 dog,CEC-S
1131,Go up one,CEC-S
1132,Hold it lol,CEC-S
1133,hold it there for a sec,CEC-S
1134,hold up,CEC-S
1135,Go down one dog,CEC-S
1136,Hold up,CEC-S
1137,wait,CEC-S
1138,dog try it out,CEC-S
1139,wait,CEC-S
1140,aw wait,CEC-S
1141,"Oh, uh, hang on",CEC-S
1142,don't change R yet,CEC-S
1143,"wrench, use 1.26/0.01858",CEC-S
1144,well wait,CEC-S
1145,WAIT,CEC-S
1146,drop it to 3 i believe,CEC-S
1147,"one sec, my computer is slow as hell",CEC-S
1148,just click the resistor and there is a drop down thing,CEC-S
1149,use the multi meter to measure it tho,CEC-S
1150,click on the resistor,CEC-S
1151,click on it,CEC-S
1152,don't change the value,CEC-S
1153,click on it plz :3,CEC-S
1154,wait,CEC-S
1155,hold on,CEC-S
1156,wait,CEC-S
1157,green try going to 270 ohm,CEC-S
1158,blue try going to whatever is closest to 500 ohm,CEC-S
1159,reverse it and hit submit,CEC-S
1160,dont press we got it yet,CEC-S
1161,go to DCV 20,CEC-S
1162,okay so adjut it till you get -4,CEC-S
1163,click the resistor,CEC-S
1164,wait keep it there,CEC-S
1165,no wait go back,CEC-S
1166,keep increasing or decreasing the resistor value until you get close to 4.5,CEC-S
1167,ok wrench go up one,CEC-S
1168,pliers go up one,CEC-S
1169,okay pliers go down 3,CEC-S
1170,pliers go down,CEC-S
1171,pliers go up,CEC-S
1172,wrench go down,CEC-S
1173,let's do wrench first,CEC-S
1174,mine always was its not important just change the leads up,CEC-S
1175,Switch the leads around,CEC-S
1176,ok van now u increase resistance,CEC-S
1177,@van multiply ohms by current to equal volts,CEC-S
1178,bear please plug that cable back in,CEC-S
1179,hold on,CEC-S
1180,place it on the two end of the resistor,CEC-S
1181,lion put ur resistor as 1k,CEC-S
1182,bear connect one of urs,CEC-S
1183,bear please just click on the pin to plug it in,CEC-S
1184,BEAR raise ur hands up,CEC-S
1185,lion put ur resistor back to how it was b4,CEC-S
1186,please plug it bear,CEC-S
1187,connect it to the green wire,CEC-S
1188,just plug it! simple,CEC-S
1189,BEAR PLEASE LOOK AT THE BOARD AND PLUG THE CABLE IN,CEC-S
1190,keet the resister as it,CEC-S
1191,wait,CEC-S
1192,ok keep that,CEC-S
1193,ok wait,CEC-S
1194,GO BACK,CEC-S
1195,WAIT EVERYONE,CEC-S
1196,You can round that to 10,CEC-S
1197,Divide your goal by .008083333333,CEC-S
1198,Round that to 1000,CEC-S
1199,"Tiger, put yours on 1000, Lion put yours on 10",CEC-S
1200,hold,CEC-S
1201,"blue, change yours to 56",CEC-S
1202,ok so green play with yours until you get close to your goal,CEC-S
1203,"blue, try yours",CEC-S
1204,ok so now red change yours unitl it gets close. but only do it one at a time so green can change theirs,CEC-S
1205,o wait,CEC-S
1206,ok go down,CEC-S
